index,gold_type,gold_q1,gold_q2,graph_r1_primary,graph_r1_correct,graph_r2_primary,graph_r2_correct,graph_joint,atomr_r1_primary,atomr_r1_correct,atomr_r2_primary,atomr_r2_correct,atomr_joint,deepsieve_r1_primary,deepsieve_r1_correct,deepsieve_r2_primary,deepsieve_r2_correct,deepsieve_joint
275,type_k2d,kg,doc,table,0,doc,1,0,kg,1,table,0,0,kg,1,kg,0,0
276,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,table,0,kg,0,0
277,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,table,0,doc,1,0
278,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
279,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
280,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
281,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
282,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,table,0,0,kg,1,doc,1,1
283,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
284,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,table,0,kg,0,0
285,type_k2d,kg,doc,table,0,table,0,0,kg,1,table,0,0,kg,1,doc,1,1
286,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,table,0,kg,0,0
287,type_k2d,kg,doc,table,0,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
288,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
289,type_k2d,kg,doc,table,0,doc,1,0,kg,1,doc,1,1,kg,1,kg,0,0
290,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
291,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
292,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
293,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,table,0,0,table,0,kg,0,0
294,type_k2d,kg,doc,table,0,table,0,0,kg,1,kg,0,0,kg,1,kg,0,0
295,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,table,0,kg,0,0
296,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
297,type_k2d,kg,doc,table,0,doc,1,0,kg,1,doc,1,1,kg,1,kg,0,0
298,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
299,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
300,type_k2d,kg,doc,table,0,doc,1,0,kg,1,kg,0,0,doc,0,doc,1,0
301,type_k2d,kg,doc,table,0,doc,1,0,kg,1,doc,1,1,kg,1,doc,1,1
302,type_k2d,kg,doc,kg,1,table,0,0,kg,1,table,0,0,kg,1,kg,0,0
303,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,table,0,doc,1,0
304,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
305,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
306,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
307,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
308,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,table,0,0,kg,1,doc,1,1
309,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,table,0,0,kg,1,doc,1,1
310,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,table,0,doc,1,0
311,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,table,0,0,kg,1,kg,0,0
312,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,table,0,doc,1,0
313,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,doc,1,1
314,type_k2d,kg,doc,doc,0,kg,0,0,doc,0,doc,1,0,doc,0,kg,0,0
315,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,table,0,kg,0,0
316,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,table,0,kg,0,0
317,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
318,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
319,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,table,0,kg,0,0
320,type_k2d,kg,doc,kg,1,table,0,0,kg,1,table,0,0,kg,1,kg,0,0
321,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
322,type_k2d,kg,doc,kg,1,table,0,0,kg,1,table,0,0,kg,1,kg,0,0
323,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
324,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,doc,1,1
325,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
326,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
327,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
328,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,table,0,0,table,0,kg,0,0
329,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
330,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
331,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
332,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
333,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
334,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
335,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
336,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
337,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
338,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
339,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
340,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
341,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
342,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
343,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
344,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
345,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
346,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
347,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
348,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
349,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
350,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
351,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,doc,1,1
352,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
353,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
354,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
355,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
356,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
357,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
358,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,doc,0,kg,0,0
359,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
360,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
361,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
362,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
363,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
364,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,doc,1,1
365,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
366,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
367,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
368,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,doc,1,1
369,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
370,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
371,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
372,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
373,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
374,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
375,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
376,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
377,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
378,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
379,type_k2d,kg,doc,kg,1,table,0,0,kg,1,kg,0,0,kg,1,kg,0,0
380,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
381,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
382,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
383,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
384,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
385,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
386,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
387,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,doc,1,1
388,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
389,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,doc,0,kg,0,0
390,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,doc,1,1
391,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
392,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
393,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
394,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
395,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
396,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
397,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,doc,0,kg,0,0
398,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
399,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
400,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
401,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
402,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
403,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
404,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
405,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,doc,1,1
406,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
407,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
408,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
409,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
410,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
411,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,doc,1,1
412,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
413,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
414,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
415,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
416,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
417,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
418,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
419,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,doc,1,1
420,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
421,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
422,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
423,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
424,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
425,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
426,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
427,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
428,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
429,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
430,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,doc,1,1
431,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
432,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
433,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
434,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,doc,1,1
435,type_k2d,kg,doc,kg,1,table,0,0,kg,1,kg,0,0,kg,1,kg,0,0
436,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
437,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
438,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
439,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
440,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
441,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
442,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
443,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
444,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
445,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
446,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
447,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
448,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
449,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
450,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
451,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,table,0,0,kg,1,kg,0,0
452,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,kg,0,0
453,type_k2d,kg,doc,kg,1,table,0,0,kg,1,kg,0,0,kg,1,kg,0,0
454,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,kg,0,0
455,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
456,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,table,0,0,kg,1,kg,0,0
457,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
458,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
459,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
460,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
461,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
462,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
463,type_k2d,kg,doc,kg,1,table,0,0,kg,1,table,0,0,kg,1,doc,1,1
464,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
465,type_k2d,kg,doc,kg,1,table,0,0,kg,1,kg,0,0,kg,1,kg,0,0
466,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
467,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
468,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
469,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,kg,0,0
470,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,kg,0,0
471,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,doc,1,1
472,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
473,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
474,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
475,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
476,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
477,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,table,0,0,kg,1,kg,0,0
478,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
479,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
480,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
481,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
482,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,kg,0,0
483,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
484,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,kg,0,0
485,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
486,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
487,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
488,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
489,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
490,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,kg,0,0
491,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,kg,0,0,kg,1,kg,0,0
492,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
493,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
494,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
495,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
496,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
497,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
498,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
499,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
500,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
501,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
502,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
503,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
504,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
505,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
506,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
507,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
508,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
509,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,kg,0,0
510,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
511,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,kg,0,0
512,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
513,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
514,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
515,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
516,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
517,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
518,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
519,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
520,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
521,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
522,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
523,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
524,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
525,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
526,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
527,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,kg,0,0
528,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
529,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
530,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
531,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
532,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
533,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
534,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
535,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
536,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,doc,1,1
537,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
538,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
539,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,doc,1,1
540,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
541,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
542,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
543,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
544,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
545,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
546,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
547,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
548,type_k2d,kg,doc,kg,1,kg,0,0,kg,1,doc,1,1,kg,1,kg,0,0
549,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
550,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
551,type_k2d,kg,doc,kg,1,table,0,0,kg,1,doc,1,1,kg,1,doc,1,1
552,type_k2d,kg,doc,kg,1,doc,1,1,kg,1,doc,1,1,kg,1,kg,0,0
